date,time,item_name,category,quantity,price,payment_type
2025-01-01,22:17:37,White Wine,Wine,3,9.72,Cash
2025-01-01,13:47:48,Red Wine,Wine,1,10.52,Cash
2025-01-01,12:55:56,Red Wine,Wine,2,10.13,Card
2025-01-01,04:01:16,Vodka Soda,Cocktail,2,10.01,Card
2025-01-01,18:30:49,Vodka Soda,Cocktail,1,10.86,Cash
2025-01-01,12:58:38,Vodka Soda,Cocktail,1,10.7,Card
2025-01-01,23:08:13,Tequila Shot,Shot,2,6.36,Card
2025-01-02,22:11:00,Old Fashioned,Cocktail,1,14.85,Cash
2025-01-02,05:54:45,Vodka Shot,Shot,2,5.35,Card
2025-01-02,19:14:20,Margarita,Cocktail,3,11.24,Card
2025-01-02,14:33:37,Lager Beer,Beer,2,7.23,Card
2025-01-02,17:31:53,IPA Beer,Beer,1,7.6,Card
2025-01-02,23:11:08,Tequila Shot,Shot,1,5.14,Card
2025-01-02,21:17:56,Old Fashioned,Cocktail,1,13.24,Card
2025-01-02,17:06:36,Tequila Shot,Shot,1,5.72,Card
2025-01-02,23:33:47,IPA Beer,Beer,1,8.72,Card
2025-01-02,17:35:58,White Wine,Wine,1,9.86,Card
2025-01-02,19:29:53,Rum & Coke,Cocktail,1,11.24,Card
2025-01-02,14:02:48,Stout Beer,Beer,1,8.44,Card
2025-01-02,12:25:53,Vodka Soda,Cocktail,3,9.82,Card
2025-01-02,23:23:59,Mojito,Cocktail,2,11.59,Card
2025-01-02,20:58:28,Margarita,Cocktail,3,12.35,Cash
2025-01-02,06:21:50,Mojito,Cocktail,1,10.22,Cash
2025-01-02,21:44:51,Old Fashioned,Cocktail,2,13.94,Card
2025-01-02,19:27:27,Rum & Coke,Cocktail,1,11.69,Card
2025-01-02,18:29:55,Whiskey Sour,Cocktail,1,13.22,Card
2025-01-02,22:29:41,White Wine,Wine,1,9.45,Card
2025-01-02,23:49:38,White Wine,Wine,2,9.21,Card
2025-01-02,22:04:59,Lager Beer,Beer,3,6.94,Card
2025-01-02,18:44:58,Tequila Shot,Shot,2,5.39,Cash
2025-01-02,08:28:50,Tequila Shot,Shot,2,6.41,Cash
2025-01-02,21:58:48,Old Fashioned,Cocktail,2,14.35,Card
2025-01-02,14:14:14,Old Fashioned,Cocktail,1,14.9,Card
2025-01-02,20:25:32,Red Wine,Wine,1,10.38,Card
2025-01-02,18:35:16,Whiskey Sour,Cocktail,3,13.76,Cash
2025-01-02,15:29:50,Rum & Coke,Cocktail,1,10.87,Cash
2025-01-02,19:27:36,Mojito,Cocktail,1,11.49,Cash
2025-01-02,15:17:17,Whiskey Sour,Cocktail,1,13.29,Card
2025-01-02,10:55:24,Mojito,Cocktail,1,10.68,Card
2025-01-02,02:30:19,Lager Beer,Beer,2,7.17,Cash
2025-01-02,21:11:11,Margarita,Cocktail,1,12.31,Card
2025-01-02,03:59:05,Old Fashioned,Cocktail,3,14.95,Cash
2025-01-02,22:28:00,Vodka Shot,Shot,2,5.22,Card
2025-01-02,17:54:29,Red Wine,Wine,1,10.53,Card
2025-01-02,14:53:15,Vodka Shot,Shot,1,6.65,Card
2025-01-02,14:40:36,Stout Beer,Beer,2,8.96,Card
2025-01-02,16:48:05,Vodka Shot,Shot,1,6.04,Card
2025-01-02,23:53:07,White Wine,Wine,3,8.62,Card
2025-01-02,22:35:28,Whiskey Sour,Cocktail,2,13.9,Card
2025-01-02,22:17:04,IPA Beer,Beer,2,8.85,Card
2025-01-02,22:27:12,Tequila Shot,Shot,1,5.48,Card
2025-01-02,02:48:20,Stout Beer,Beer,1,8.48,Card
2025-01-02,13:09:58,Margarita,Cocktail,2,12.43,Card
2025-01-02,23:01:10,Vodka Soda,Cocktail,2,9.17,Card
2025-01-02,01:51:27,Vodka Shot,Shot,1,6.66,Card
2025-01-02,18:15:42,Rum & Coke,Cocktail,2,11.92,Card
2025-01-02,19:49:16,Whiskey Sour,Cocktail,3,12.74,Card
2025-01-02,01:05:58,Old Fashioned,Cocktail,3,14.76,Cash
2025-01-02,19:38:54,Stout Beer,Beer,1,8.52,Cash
2025-01-02,17:04:49,Mojito,Cocktail,1,11.02,Card
2025-01-02,22:26:24,Whiskey Sour,Cocktail,2,13.62,Card
2025-01-02,18:27:29,White Wine,Wine,2,8.14,Card
2025-01-02,20:42:17,Stout Beer,Beer,2,8.03,Cash
2025-01-02,17:53:10,Vodka Soda,Cocktail,2,9.66,Card
2025-01-02,15:57:41,Lager Beer,Beer,1,6.05,Card
2025-01-02,14:59:38,Rum & Coke,Cocktail,2,11.62,Card
2025-01-02,23:56:22,Vodka Soda,Cocktail,3,10.02,Card
2025-01-03,14:45:53,Margarita,Cocktail,2,11.51,Card
2025-01-03,13:10:01,White Wine,Wine,2,9.59,Cash
2025-01-03,16:56:54,Stout Beer,Beer,1,9.67,Card
2025-01-03,21:09:00,Vodka Soda,Cocktail,2,11.0,Card
2025-01-03,22:22:02,Lager Beer,Beer,3,7.28,Card
2025-01-03,02:29:53,Whiskey Sour,Cocktail,2,12.5,Cash
2025-01-03,11:19:04,Vodka Shot,Shot,1,5.29,Card
2025-01-03,18:54:31,Lager Beer,Beer,1,6.8,Card
2025-01-03,23:59:33,Whiskey Sour,Cocktail,1,13.78,Card
2025-01-03,17:51:22,Red Wine,Wine,2,10.19,Card
2025-01-03,16:05:16,Old Fashioned,Cocktail,2,13.6,Card
2025-01-03,22:15:06,White Wine,Wine,1,8.5,Card
2025-01-03,22:21:01,Red Wine,Wine,3,9.34,Card
2025-01-03,17:23:00,Lager Beer,Beer,1,6.02,Card
2025-01-03,17:55:32,Rum & Coke,Cocktail,1,10.68,Cash
2025-01-03,23:07:36,Rum & Coke,Cocktail,1,10.47,Card
2025-01-03,20:40:51,Vodka Soda,Cocktail,1,9.04,Card
2025-01-03,06:35:58,White Wine,Wine,3,9.4,Card
2025-01-03,14:24:08,White Wine,Wine,1,9.6,Cash
2025-01-03,18:02:54,Mojito,Cocktail,2,11.67,Card
2025-01-03,21:33:50,Tequila Shot,Shot,1,5.68,Cash
2025-01-03,22:50:20,IPA Beer,Beer,1,8.52,Card
2025-01-03,19:21:02,Vodka Shot,Shot,2,6.03,Cash
2025-01-03,21:51:10,Whiskey Sour,Cocktail,2,13.21,Cash
2025-01-03,17:39:38,Whiskey Sour,Cocktail,1,13.89,Card
2025-01-03,23:08:22,Old Fashioned,Cocktail,2,13.32,Card
2025-01-03,18:20:58,Old Fashioned,Cocktail,2,14.67,Card
2025-01-03,22:33:42,Whiskey Sour,Cocktail,1,12.39,Card
2025-01-03,21:10:23,Vodka Shot,Shot,1,6.35,Card
2025-01-03,07:00:25,Old Fashioned,Cocktail,2,13.39,Card
2025-01-03,15:28:41,Tequila Shot,Shot,2,5.59,Cash
2025-01-03,17:54:08,IPA Beer,Beer,1,8.25,Card
2025-01-03,00:41:34,Whiskey Sour,Cocktail,1,13.55,Card
2025-01-03,12:02:07,White Wine,Wine,2,8.65,Card
2025-01-03,23:39:11,Whiskey Sour,Cocktail,1,13.68,Card
2025-01-03,17:44:31,Vodka Soda,Cocktail,1,9.02,Card
2025-01-03,23:04:54,Tequila Shot,Shot,1,6.82,Card
2025-01-03,19:46:59,Tequila Shot,Shot,2,6.78,Card
2025-01-03,16:31:51,Lager Beer,Beer,2,7.82,Card
2025-01-03,11:47:38,Lager Beer,Beer,2,6.58,Card
2025-01-03,21:51:44,Old Fashioned,Cocktail,2,14.0,Card
2025-01-03,12:09:10,Old Fashioned,Cocktail,1,14.88,Card
2025-01-03,18:07:21,White Wine,Wine,1,9.07,Card
2025-01-03,11:33:27,Whiskey Sour,Cocktail,1,12.44,Card
2025-01-03,18:35:19,Old Fashioned,Cocktail,2,14.36,Cash
2025-01-03,17:04:10,Lager Beer,Beer,1,7.87,Card
2025-01-03,17:18:24,IPA Beer,Beer,1,7.15,Card
2025-01-03,17:25:51,Red Wine,Wine,2,10.48,Card
2025-01-03,14:04:59,Red Wine,Wine,3,9.64,Card
2025-01-03,23:49:23,Lager Beer,Beer,1,6.74,Card
2025-01-03,22:56:49,White Wine,Wine,1,8.52,Card
2025-01-03,23:29:24,Vodka Shot,Shot,1,5.37,Card
2025-01-03,17:31:21,Whiskey Sour,Cocktail,1,13.54,Card
2025-01-03,22:05:02,IPA Beer,Beer,2,8.17,Card
2025-01-03,15:23:52,Old Fashioned,Cocktail,3,13.33,Card
2025-01-03,15:27:36,Old Fashioned,Cocktail,2,13.95,Card
2025-01-03,20:05:42,Whiskey Sour,Cocktail,1,12.16,Cash
2025-01-03,17:11:47,IPA Beer,Beer,1,7.17,Card
2025-01-03,18:45:05,Mojito,Cocktail,2,11.8,Card
2025-01-03,17:37:19,IPA Beer,Beer,2,8.13,Card
2025-01-03,13:09:26,Margarita,Cocktail,2,11.67,Card
2025-01-03,18:46:21,Vodka Soda,Cocktail,2,10.24,Card
2025-01-03,22:16:13,Rum & Coke,Cocktail,1,10.54,Card
2025-01-03,15:21:15,IPA Beer,Beer,1,7.54,Card
2025-01-03,18:37:20,Tequila Shot,Shot,1,5.41,Card
2025-01-03,12:41:32,Vodka Shot,Shot,3,5.84,Card
2025-01-03,14:44:55,Whiskey Sour,Cocktail,2,13.2,Card
2025-01-03,05:23:03,Vodka Shot,Shot,3,6.66,Card
2025-01-03,18:17:02,White Wine,Wine,1,8.19,Card
2025-01-03,13:49:40,Stout Beer,Beer,1,9.22,Card
2025-01-03,21:07:06,Lager Beer,Beer,1,7.65,Card
2025-01-03,21:26:01,Whiskey Sour,Cocktail,3,13.42,Card
2025-01-03,21:43:12,Vodka Soda,Cocktail,2,9.2,Cash
2025-01-03,17:33:30,Vodka Shot,Shot,2,6.52,Card
2025-01-03,18:25:08,Mojito,Cocktail,1,11.9,Cash
2025-01-03,23:34:43,IPA Beer,Beer,2,7.89,Card
2025-01-03,17:05:42,Vodka Shot,Shot,3,6.03,Cash
2025-01-03,09:27:34,IPA Beer,Beer,1,7.73,Cash
2025-01-03,13:43:37,White Wine,Wine,1,9.56,Card
2025-01-03,22:05:09,White Wine,Wine,2,9.4,Card
2025-01-03,12:20:03,Margarita,Cocktail,2,11.41,Card
2025-01-03,20:29:36,Old Fashioned,Cocktail,2,14.23,Card
2025-01-03,14:12:22,Rum & Coke,Cocktail,1,10.78,Card
2025-01-03,13:19:59,Margarita,Cocktail,2,12.63,Card
2025-01-03,08:52:31,Whiskey Sour,Cocktail,3,12.39,Card
2025-01-03,20:48:36,Tequila Shot,Shot,1,6.51,Card
2025-01-03,11:27:01,Whiskey Sour,Cocktail,1,13.95,Card
2025-01-03,06:06:12,Whiskey Sour,Cocktail,2,12.63,Card
2025-01-03,21:36:22,Lager Beer,Beer,1,7.01,Card
2025-01-03,20:53:57,Mojito,Cocktail,1,11.82,Card
2025-01-03,18:43:50,Vodka Soda,Cocktail,1,10.58,Card
2025-01-03,20:29:49,Lager Beer,Beer,2,7.62,Card
2025-01-03,13:31:20,Whiskey Sour,Cocktail,1,13.92,Cash
2025-01-03,08:59:19,Tequila Shot,Shot,1,6.51,Card
2025-01-03,22:31:45,Vodka Shot,Shot,1,5.01,Card
2025-01-03,19:12:33,White Wine,Wine,1,9.87,Card
2025-01-03,18:41:54,Red Wine,Wine,1,9.45,Card
2025-01-03,11:46:15,Lager Beer,Beer,3,7.85,Card
2025-01-03,23:16:55,Lager Beer,Beer,2,6.47,Card
2025-01-03,20:26:56,Lager Beer,Beer,1,6.51,Cash
2025-01-03,05:00:09,Old Fashioned,Cocktail,3,14.38,Card
2025-01-03,18:23:30,Vodka Soda,Cocktail,3,10.84,Card
2025-01-03,04:13:40,Tequila Shot,Shot,2,6.86,Cash
2025-01-03,03:03:53,Lager Beer,Beer,2,7.03,Card
2025-01-03,21:25:15,Whiskey Sour,Cocktail,2,13.83,Card
2025-01-03,09:42:42,Red Wine,Wine,2,10.11,Card
2025-01-03,11:02:49,Red Wine,Wine,1,9.27,Card
2025-01-03,22:16:43,Whiskey Sour,Cocktail,2,13.34,Cash
2025-01-03,03:57:55,Old Fashioned,Cocktail,2,14.6,Card
2025-01-03,20:41:53,Vodka Shot,Shot,3,6.18,Card
2025-01-03,06:59:32,Mojito,Cocktail,1,10.28,Card
2025-01-03,08:04:48,Rum & Coke,Cocktail,2,11.88,Card
2025-01-03,23:49:42,Red Wine,Wine,2,10.67,Card
2025-01-03,04:35:51,Stout Beer,Beer,2,9.59,Card
2025-01-03,23:31:54,IPA Beer,Beer,3,7.15,Card
2025-01-03,17:47:43,Vodka Shot,Shot,3,5.73,Card
2025-01-03,22:41:00,White Wine,Wine,1,9.41,Card
2025-01-03,13:30:02,Rum & Coke,Cocktail,2,11.34,Card
2025-01-03,22:45:50,Whiskey Sour,Cocktail,3,12.25,Cash
2025-01-03,17:50:27,Tequila Shot,Shot,1,6.86,Cash
2025-01-03,16:54:20,White Wine,Wine,1,8.21,Card
2025-01-03,02:29:08,Vodka Shot,Shot,1,6.24,Cash
2025-01-03,18:28:44,Vodka Soda,Cocktail,1,9.65,Card
2025-01-03,22:51:47,Margarita,Cocktail,1,12.2,Cash
2025-01-03,11:41:30,IPA Beer,Beer,2,8.72,Card
2025-01-03,23:37:59,Whiskey Sour,Cocktail,1,12.78,Card
2025-01-03,01:09:45,Vodka Shot,Shot,2,5.86,Card
2025-01-03,21:46:01,Rum & Coke,Cocktail,1,11.61,Card
2025-01-03,13:26:08,IPA Beer,Beer,1,7.01,Card
2025-01-03,14:36:09,Lager Beer,Beer,1,6.98,Card
2025-01-03,17:11:55,White Wine,Wine,2,9.14,Card
2025-01-04,20:34:21,Red Wine,Wine,3,10.77,Card
2025-01-04,17:46:31,Vodka Shot,Shot,3,6.15,Cash
2025-01-04,20:14:31,Stout Beer,Beer,1,8.69,Card
2025-01-04,18:30:44,Margarita,Cocktail,2,12.59,Card
2025-01-04,02:30:05,Rum & Coke,Cocktail,1,10.51,Cash
2025-01-04,22:12:05,White Wine,Wine,1,9.87,Card
2025-01-04,12:44:56,Stout Beer,Beer,2,9.02,Card
2025-01-04,21:54:38,Whiskey Sour,Cocktail,2,12.32,Card
2025-01-04,22:03:51,Lager Beer,Beer,1,6.67,Card
2025-01-04,17:00:16,Red Wine,Wine,2,9.48,Card
2025-01-04,16:46:21,Margarita,Cocktail,2,11.91,Cash
2025-01-04,12:20:24,White Wine,Wine,1,9.35,Card
2025-01-04,02:59:36,Old Fashioned,Cocktail,3,13.36,Card
2025-01-04,20:27:36,White Wine,Wine,1,8.25,Cash
2025-01-04,21:35:26,Margarita,Cocktail,1,12.17,Card
2025-01-04,22:44:34,Vodka Shot,Shot,1,6.54,Cash
2025-01-04,22:30:43,IPA Beer,Beer,3,7.79,Card
2025-01-04,17:29:01,Vodka Shot,Shot,3,5.29,Card
2025-01-04,23:49:32,IPA Beer,Beer,2,8.37,Cash
2025-01-04,18:23:04,Vodka Shot,Shot,2,5.08,Cash
2025-01-04,05:10:18,Whiskey Sour,Cocktail,2,13.11,Card
2025-01-04,16:36:23,Old Fashioned,Cocktail,2,14.29,Card
2025-01-04,20:43:02,Vodka Shot,Shot,1,5.19,Card
2025-01-04,22:56:52,White Wine,Wine,2,8.26,Card
2025-01-04,14:44:46,Mojito,Cocktail,1,10.03,Card
2025-01-04,18:31:03,Old Fashioned,Cocktail,1,14.43,Card
2025-01-04,18:09:21,IPA Beer,Beer,1,7.15,Card
2025-01-04,11:15:52,Vodka Soda,Cocktail,1,10.01,Card
2025-01-04,12:27:30,Mojito,Cocktail,1,11.58,Cash
2025-01-04,17:26:10,Lager Beer,Beer,1,6.91,Card
2025-01-04,15:40:51,Whiskey Sour,Cocktail,1,13.26,Card
2025-01-04,21:15:34,White Wine,Wine,1,9.81,Cash
2025-01-04,21:55:40,IPA Beer,Beer,1,7.94,Card
2025-01-04,21:22:03,Rum & Coke,Cocktail,1,11.0,Card
2025-01-04,22:21:59,Whiskey Sour,Cocktail,1,12.16,Card
2025-01-04,07:07:39,Mojito,Cocktail,2,11.01,Card
2025-01-04,18:12:30,Red Wine,Wine,1,9.98,Card
2025-01-04,18:32:18,Vodka Shot,Shot,2,5.51,Cash
2025-01-04,17:40:01,Vodka Soda,Cocktail,3,9.71,Card
2025-01-04,19:20:39,IPA Beer,Beer,1,8.78,Card
2025-01-04,13:34:12,Stout Beer,Beer,2,9.74,Cash
2025-01-04,17:54:36,Whiskey Sour,Cocktail,3,12.22,Card
2025-01-04,18:34:00,Tequila Shot,Shot,1,5.83,Card
2025-01-04,18:54:24,Old Fashioned,Cocktail,2,13.05,Card
2025-01-04,13:39:09,Stout Beer,Beer,3,9.9,Cash
2025-01-04,23:09:20,Mojito,Cocktail,1,11.68,Card
2025-01-04,19:45:52,Tequila Shot,Shot,1,5.88,Card
2025-01-04,01:31:56,Mojito,Cocktail,3,10.36,Card
2025-01-04,18:37:28,Stout Beer,Beer,1,9.43,Card
2025-01-04,19:46:36,IPA Beer,Beer,1,7.78,Card
2025-01-04,10:25:04,Lager Beer,Beer,3,7.27,Card
2025-01-04,21:04:51,Whiskey Sour,Cocktail,1,13.28,Card
2025-01-04,16:01:46,IPA Beer,Beer,2,7.35,Card
2025-01-04,16:08:58,Margarita,Cocktail,1,11.91,Card
2025-01-04,21:44:20,Margarita,Cocktail,3,11.47,Card
2025-01-04,23:19:14,IPA Beer,Beer,2,7.55,Cash
2025-01-04,08:55:27,Margarita,Cocktail,2,12.32,Card
2025-01-04,23:43:09,Vodka Shot,Shot,2,5.36,Card
2025-01-04,22:56:37,Mojito,Cocktail,2,10.31,Card
2025-01-04,15:33:32,Lager Beer,Beer,3,7.28,Card
2025-01-04,22:40:45,White Wine,Wine,2,9.14,Card
2025-01-04,16:42:11,Vodka Shot,Shot,2,5.24,Card
2025-01-04,19:20:50,Old Fashioned,Cocktail,2,13.79,Card
2025-01-04,08:07:28,Old Fashioned,Cocktail,2,13.63,Card
2025-01-04,19:08:58,Mojito,Cocktail,2,10.68,Card
2025-01-04,19:41:14,IPA Beer,Beer,2,8.23,Cash
2025-01-04,12:39:48,White Wine,Wine,1,8.68,Card
2025-01-04,18:39:41,IPA Beer,Beer,1,7.52,Cash
2025-01-04,22:56:36,Mojito,Cocktail,1,10.19,Card
2025-01-04,17:39:56,Whiskey Sour,Cocktail,2,12.36,Card
2025-01-04,20:12:55,Stout Beer,Beer,1,8.67,Card
2025-01-04,04:23:26,IPA Beer,Beer,1,8.12,Card
2025-01-04,20:52:07,Mojito,Cocktail,1,10.78,Card
2025-01-04,13:11:14,Red Wine,Wine,2,9.97,Cash
2025-01-04,17:39:09,Tequila Shot,Shot,2,6.69,Card
2025-01-04,19:12:24,IPA Beer,Beer,2,8.99,Card
2025-01-04,14:04:03,Red Wine,Wine,1,10.73,Card
2025-01-04,10:57:26,Red Wine,Wine,2,10.47,Card
2025-01-04,11:23:35,Lager Beer,Beer,2,7.29,Cash
2025-01-04,14:13:31,Mojito,Cocktail,2,11.93,Card
2025-01-04,23:46:03,White Wine,Wine,1,8.59,Cash
2025-01-04,18:08:16,Red Wine,Wine,2,9.73,Cash
2025-01-04,19:38:13,Vodka Shot,Shot,1,5.79,Card
2025-01-04,18:27:05,Tequila Shot,Shot,1,5.56,Card
2025-01-04,08:57:09,Rum & Coke,Cocktail,1,11.43,Card
2025-01-04,05:26:40,Red Wine,Wine,1,10.18,Card
2025-01-04,11:14:13,Stout Beer,Beer,1,8.56,Card
2025-01-04,22:23:12,Red Wine,Wine,1,9.18,Card
2025-01-04,15:51:28,Margarita,Cocktail,1,11.03,Card
2025-01-04,01:33:39,Vodka Shot,Shot,1,5.43,Card
2025-01-04,18:28:10,Whiskey Sour,Cocktail,2,13.11,Card
2025-01-04,21:25:11,Old Fashioned,Cocktail,2,13.89,Card
2025-01-04,17:14:04,Vodka Soda,Cocktail,3,9.11,Card
2025-01-04,12:22:33,White Wine,Wine,1,9.74,Cash
2025-01-04,18:06:41,Mojito,Cocktail,1,10.78,Card
2025-01-04,22:06:05,Lager Beer,Beer,2,6.18,Card
2025-01-04,08:10:07,Vodka Shot,Shot,3,6.23,Card
2025-01-04,15:00:45,Lager Beer,Beer,1,6.56,Card
2025-01-04,22:21:43,Margarita,Cocktail,3,11.88,Card
2025-01-04,21:50:13,Red Wine,Wine,2,10.39,Cash
2025-01-04,20:57:30,White Wine,Wine,3,8.84,Card
2025-01-04,17:57:57,Stout Beer,Beer,1,9.73,Card
2025-01-04,12:15:45,Vodka Shot,Shot,1,6.72,Card
